name,link,desc,lang,star,fork,updatedAt
"daattali / beautiful-jekyll","https://github.com/daattali/beautiful-jekyll","✨ Build a beautiful and simple website in literally minutes. Demo at http://deanattali.com/beautiful-jekyll","HTML","2289","7156","2020-01-02T22:54:57Z"
"BlackrockDigital / startbootstrap-clean-blog-jekyll","https://github.com/BlackrockDigital/startbootstrap-clean-blog-jekyll","A Jekyll version of the Clean Blog theme by Start Bootstrap","HTML","1496","1390","2020-01-08T14:55:05Z"
"juthilo / run-jekyll-on-windows","https://github.com/juthilo/run-jekyll-on-windows","Learn how to run Jekyll, the blog-aware, static site generator in Ruby on Windows.","CSS","307","67","2019-04-27T03:32:57Z"
"jekyll / jekyll-admin","https://github.com/jekyll/jekyll-admin","A Jekyll plugin that provides users with a traditional CMS-style graphical interface to author content and administer Jekyll sites.","JavaScript","2152","283","2020-01-09T12:30:06Z"
"github / gemoji","https://github.com/github/gemoji","Emoji images and names.","Ruby","3479","554","2019-11-29T17:52:59Z"
"jgm / pandoc","https://github.com/jgm/pandoc","Universal markup converter","Haskell","17758","2070","2020-01-08T17:05:54Z"
"olivernn / lunr.js","https://github.com/olivernn/lunr.js","A bit like Solr, but much smaller and not as bright","JavaScript","6534","485","2019-12-09T05:18:23Z"
"chriskempson / tomorrow-theme","https://github.com/chriskempson/tomorrow-theme","Tomorrow Theme now lives on at https://github.com/chriskempson/base16","CSS","12618","3083","2019-06-08T11:18:32Z"
"brix / crypto-js","https://github.com/brix/crypto-js","JavaScript library of crypto standards.","JavaScript","8336","1303","2019-12-17T22:51:21Z"
"jbake-org / jbake","https://github.com/jbake-org/jbake","Java based open source static site/blog generator for developers & designers.","Java","807","278","2019-12-16T21:32:55Z"
"middleman / middleman","https://github.com/middleman/middleman","Hand-crafted frontend development","Ruby","6576","702","2019-12-17T18:52:22Z"
"tiancode / learn-hacking","https://github.com/tiancode/learn-hacking","开始学习Kali Linux 各种破解教程 渗透测试 逆向工程 HackThisSite挑战问题解答","","1480","451","2016-11-04T14:44:29Z"
"snaptortoise / jekyll-rss-feeds","https://github.com/snaptortoise/jekyll-rss-feeds","Templates for rendering RSS feeds for your Jekyll blog","","611","87","2019-12-04T07:59:50Z"
"Trinea / android-open-project","https://github.com/Trinea/android-open-project","A categorized collection of Android Open Source Projects, More powerful web version:","","29547","12133","2019-11-11T00:15:22Z"
"enml / blog","https://github.com/enml/blog","a github pages blog","Ruby","89","97","2017-04-18T04:11:40Z"
"igrigorik / ga-beacon","https://github.com/igrigorik/ga-beacon","Google Analytics collector-as-a-service (using GA measurement protocol).","Go","3368","333","2018-10-02T23:34:14Z"
"shadowsocks / shadowsocks-windows","https://github.com/shadowsocks/shadowsocks-windows","If you want to keep a secret, you must also hide it from yourself.","C#","46362","14960","2020-01-09T10:03:40Z"
"brakmic / Angular-Articles","https://github.com/brakmic/Angular-Articles","💾 Projects from my Angular article series","JavaScript","23","28","2017-06-15T10:28:44Z"
"jarrekk / Jalpc","https://github.com/jarrekk/Jalpc","🍎Jalpc -- A flexible Jekyll theme, 3 steps to build your website.","CSS","758","1040","2019-07-10T05:49:42Z"
"monospaced / angular-qrcode","https://github.com/monospaced/angular-qrcode","QR Code elements for AngularJS.","HTML","407","150","2019-04-03T11:36:58Z"
"bobbrady / static-angularjs-blog","https://github.com/bobbrady/static-angularjs-blog","A simple static file blog written with AngularJS","HTML","1","0","2016-05-30T03:40:38Z"
"justjavac / free-programming-books-zh_CN","https://github.com/justjavac/free-programming-books-zh_CN","📚 免费的计算机编程类中文书籍，欢迎投稿","","62239","19408","2019-12-29T09:30:38Z"
"justjavac / justjavac.github.com","https://github.com/justjavac/justjavac.github.com","个人博客，喜欢的话请点 star，想订阅点 watch ✨","HTML","521","195","2019-11-01T18:46:40Z"
"clangcn / kcp-server","https://github.com/clangcn/kcp-server","kcp-server one key install shell,build for https://github.com/kcptunsocks/kcptun/tree/router","Shell","681","200","2017-04-17T09:51:50Z"
"keakon / Doodle","https://github.com/keakon/Doodle","A blog system based on Python 2.7 and Redis.","Python","33","14","2019-12-28T04:01:42Z"
"octopress / octopress","https://github.com/octopress/octopress","Octopress 3.0 – Jekyll's Ferrari","Ruby","1713","173","2017-08-27T02:06:46Z"
"LitePalFramework / LitePal","https://github.com/LitePalFramework/LitePal","An Android library that makes developers use SQLite database extremely easy.","Java","6885","1458","2019-05-26T06:27:33Z"
"jobbole / awesome-programming-books","https://github.com/jobbole/awesome-programming-books","经典编程书籍大全，涵盖：计算机系统与网络、系统架构、算法与数据结构、前端开发、后端开发、移动开发、数据库、测试、项目与团队、程序员职业修炼、求职面试等","","10070","2732","2019-02-20T07:18:39Z"
"o2team / app","https://github.com/o2team/app","Application store for AotuLabs","JavaScript","55","12","2017-07-31T14:44:35Z"
"overtrue / laravel-uploader","https://github.com/overtrue/laravel-uploader","🌴 An upload component for Laravel.","PHP","113","15","2019-11-14T01:43:04Z"
"xcatliu / jekyllcn","https://github.com/xcatliu/jekyllcn","Jekyll 的中文翻译网站","Ruby","405","126","2019-01-09T13:58:30Z"
"codeguy / php-the-right-way","https://github.com/codeguy/php-the-right-way","An easy-to-read, quick reference for PHP best practices, accepted coding standards, and links to authoritative tutorials around the Web","CSS","7543","3147","2019-12-05T10:17:16Z"
"laravel-china / php-the-right-way","https://github.com/laravel-china/php-the-right-way","收集 PHP 最佳实践、编码规范和权威学习指南，方便 PHP 开发者阅读和查找","CSS","1478","415","2019-07-12T09:35:48Z"
"h2database / h2database","https://github.com/h2database/h2database","H2 is an embeddable RDBMS written in Java.","Java","2119","684","2020-01-09T03:47:42Z"
"sharu725 / online-cv","https://github.com/sharu725/online-cv","A minimal Jekyll Theme to host your resume (CV)","CSS","1105","2053","2020-01-09T05:06:06Z"
"pietromenna / jekyll-cayman-theme","https://github.com/pietromenna/jekyll-cayman-theme","A Jekyll theme for the responsive theme for GitHub Pages http://jasonlong.github.io/cayman-theme/","CSS","216","184","2018-01-12T10:29:28Z"
"nicejade / Front-end-tutorial","https://github.com/nicejade/Front-end-tutorial","🐼 最全的资源教程-前端涉及的所有知识体系，并在 Nice Front-end Tutorial 持续更新；","PHP","1522","615","2018-09-16T10:08:26Z"
"Laverna / laverna","https://github.com/Laverna/laverna","Laverna is a JavaScript note taking application with Markdown editor and encryption support. Consider it like open source alternative to Evernote.","JavaScript","8484","822","2019-10-23T03:18:11Z"
"xdtianyu / scripts","https://github.com/xdtianyu/scripts","scripts for work","Shell","1003","262","2019-10-22T20:58:46Z"
"gotgit / gotgithub","https://github.com/gotgit/gotgithub","GotGitHub: an open source E-book about GitHub in Chinese","CSS","1241","505","2016-09-01T14:52:14Z"
"nqdeng / 7-days-nodejs","https://github.com/nqdeng/7-days-nodejs","七天学会NodeJS","HTML","2732","762","2018-11-07T05:07:59Z"
"o2team / o2team.github.io","https://github.com/o2team/o2team.github.io","Site of Aotu.io","JavaScript","259","48","2020-01-08T12:25:30Z"
"mdo / code-guide","https://github.com/mdo/code-guide","Standards for developing consistent, flexible, and sustainable HTML and CSS.","HTML","7306","1079","2019-11-29T18:51:19Z"
"laradock / laradock","https://github.com/laradock/laradock","The most popular full PHP development environment on Docker.","Dockerfile","8781","3024","2020-01-09T12:06:14Z"
"thedevdojo / chatter","https://github.com/thedevdojo/chatter","Chatter is a Simple Laravel Forum Package","PHP","762","227","2020-01-04T20:44:28Z"
"the-control-group / voyager","https://github.com/the-control-group/voyager","Voyager - The Missing Laravel Admin","PHP","9024","2184","2020-01-09T03:49:27Z"
"summerblue / psr.phphub.org","https://github.com/summerblue/psr.phphub.org","PSR 中文翻译","CSS","392","104","2017-07-10T11:49:37Z"
"symfony / symfony","https://github.com/symfony/symfony","The Symfony PHP framework","PHP","22545","7370","2020-01-09T12:59:45Z"
"shadowsocks / shadowsocks-go","https://github.com/shadowsocks/shadowsocks-go","go port of shadowsocks (Deprecated)","Go","6576","3565","2019-09-28T23:36:13Z"
"FelisCatus / SwitchyOmega","https://github.com/FelisCatus/SwitchyOmega","Manage and switch between multiple proxies quickly & easily.","CoffeeScript","14231","2382","2020-01-05T11:12:42Z"
"tylerha97 / awesome-reversing","https://github.com/tylerha97/awesome-reversing","A curated list of awesome reversing resources","","1670","327","2019-12-26T00:32:05Z"
"guodongxiaren / README","https://github.com/guodongxiaren/README","README文件语法解读，即Github Flavored Markdown语法介绍","","4591","5936","2019-11-01T02:00:03Z"
"gfwlist / gfwlist","https://github.com/gfwlist/gfwlist","The one and only one gfwlist here","","14996","2891","2019-12-19T16:15:38Z"
"shadowsocks / shadowsocks-android","https://github.com/shadowsocks/shadowsocks-android","A shadowsocks client for Android","Kotlin","28256","10763","2020-01-09T11:21:20Z"
"summerblue / laravel5-cheatsheet","https://github.com/summerblue/laravel5-cheatsheet","A quick reference guide (cheat sheet) for Laravel 5.1 LTS, listing artisan, composer, routes and other useful bits of information.","PHP","796","178","2018-12-07T02:06:39Z"
"zhangqi-ulua / XlsxToLua","https://github.com/zhangqi-ulua/XlsxToLua","Excel表格数据导出为Lua table、csv、json形式的工具，兼带数据检查功能以及导出、导入MySQL数据库功能","C#","450","181","2019-09-03T01:04:24Z"
"alibaba / fastjson","https://github.com/alibaba/fastjson","A fast JSON parser/generator for Java.","Java","20423","5522","2020-01-06T02:02:42Z"
"simongong / js-stackoverflow-highest-votes","https://github.com/simongong/js-stackoverflow-highest-votes","A collection of `javascript` questions with highest votes on Stack Overflow","","441","81","2017-08-09T14:42:59Z"
"heroku / heroku-buildpack-php","https://github.com/heroku/heroku-buildpack-php","The official PHP buildpack for Heroku.","Shell","705","1537","2019-12-20T10:56:55Z"
"alsotang / node-lessons","https://github.com/alsotang/node-lessons","📕《Node.js 包教不包会》 by alsotang","JavaScript","15487","4783","2019-11-02T17:56:30Z"
"alsotang / fast-js","https://github.com/alsotang/fast-js","😍 Writing Fast JavaScript","JavaScript","224","30","2019-09-17T16:17:28Z"
"jekyll / jekyll","https://github.com/jekyll/jekyll","🌐 Jekyll is a blog-aware static site generator in Ruby","Ruby","39478","8622","2020-01-09T07:10:57Z"
"christabor / css-progress-wizard","https://github.com/christabor/css-progress-wizard","A pure flexbox+sass progress indicator","HTML","124","35","2019-02-05T23:00:57Z"
"Semantic-Org / Semantic-UI","https://github.com/Semantic-Org/Semantic-UI","Semantic is a UI component framework based around useful principles from natural language.","JavaScript","47151","4967","2019-11-21T15:36:01Z"
"jasonlong / cayman-theme","https://github.com/jasonlong/cayman-theme","A responsive theme for GitHub Pages","CSS","1375","261","2017-04-21T14:36:42Z"
"phpbrew / phpbrew","https://github.com/phpbrew/phpbrew","Brew & manage PHP versions in pure PHP at HOME","PHP","4215","315","2020-01-08T04:05:33Z"
"laravel-dojo / wagon","https://github.com/laravel-dojo/wagon","免安裝可攜的 Laravel 開發環境","Perl","187","18","2017-11-28T13:41:14Z"
"ksahin / introWebScraping","https://github.com/ksahin/introWebScraping","Code exemple for my blog posts","Java","56","26","2019-04-18T13:44:31Z"
"phodal / growth-ebook","https://github.com/phodal/growth-ebook","Growth Engineering: The Definitive Guide。全栈增长工程师指南","HTML","7033","1208","2018-01-14T23:53:26Z"
"phodal / growth-in-action","https://github.com/phodal/growth-in-action","全栈增长工程师实战","HTML","2271","550","2018-10-10T06:29:14Z"
"amueller / word_cloud","https://github.com/amueller/word_cloud","A little word cloud generator in Python","Python","6443","1754","2020-01-08T16:04:43Z"
"laravel / laravel","https://github.com/laravel/laravel","A PHP framework for web artisans","PHP","57008","17615","2020-01-09T11:42:16Z"
"johnlui / Learn-Laravel-5","https://github.com/johnlui/Learn-Laravel-5","Laravel 5 系列入门教程","PHP","3509","621","2019-12-27T07:59:38Z"
"sparanoid / chinese-copywriting-guidelines","https://github.com/sparanoid/chinese-copywriting-guidelines","Chinese copywriting guidelines for better written communication／中文文案排版指北","CoffeeScript","7131","1120","2020-01-05T07:53:58Z"
"mzlogin / awesome-adb","https://github.com/mzlogin/awesome-adb","🍭 ADB Usage Complete / ADB 用法大全","","6681","1472","2019-11-01T03:19:54Z"
"orvice / ss-panel","https://github.com/orvice/ss-panel","rm","","3713","1816","2019-03-13T15:16:55Z"
"github / gitignore","https://github.com/github/gitignore","A collection of useful .gitignore templates","","93687","48525","2020-01-09T01:29:35Z"
"lincanbin / Carbon-Forum","https://github.com/lincanbin/Carbon-Forum","A high performance open-source forum software written in PHP. Discussions Tags based with Quora/StackOverflow style.","PHP","1715","439","2020-01-05T17:35:26Z"
"helloqingfeng / Awsome-Front-End-learning-resource","https://github.com/helloqingfeng/Awsome-Front-End-learning-resource","GitHub最全的前端资源汇总仓库（包括前端学习、开发资源、求职面试等）","PHP","6272","1522","2019-11-29T12:56:36Z"
"alienhard / SublimeAllAutocomplete","https://github.com/alienhard/SublimeAllAutocomplete","Extend Sublime autocompletion to find matches in all open files of the current window","Python","901","112","2019-06-11T03:44:43Z"
"seanliang / ConvertToUTF8","https://github.com/seanliang/ConvertToUTF8","A Sublime Text 2 & 3 plugin for editing and saving files encoded in GBK, BIG5, EUC-KR, EUC-JP, Shift_JIS, etc.","Python","791","164","2019-03-14T08:18:07Z"
"EbookFoundation / free-programming-books","https://github.com/EbookFoundation/free-programming-books","📚 Freely available programming books","","134817","33454","2020-01-09T12:30:15Z"
